time,BS,PV,NPV,TCW,water
1987-10-06 00:00:51.500000,23.741668581935187,26.913353252125948,37.087259633800656,6.8949666743277405,5.362751857810465
1987-11-07 00:01:27.500000,22.277569162387923,25.182006284006437,40.27894857843513,7.663422484481569,4.598053490688941
1987-12-17 23:55:57.500000,17.6551829970076,33.10826363845623,49.236553364536185,0.0,0.0
1987-12-25 00:02:15.000000,15.85974065832886,33.18499194352797,50.95526739814318,0.0,0.0
1988-01-02 23:56:13.000000,15.375172625441152,36.673315942918514,47.95151143164033,0.0,0.0
1988-01-10 00:02:31.500000,20.747333691398758,31.957339062380115,47.295327246221134,0.0,0.0
1988-01-18 23:56:30.500000,24.690788968272255,34.808327571637086,40.50088346009065,0.0,0.0
1988-01-26 00:02:49.500000,28.30941600798097,34.325838385388685,37.364745606630336,0.0,0.0
1988-02-11 00:03:06.500000,20.690978886756238,32.660268714011515,46.648752399232244,0.0,0.0
1988-03-06 23:57:13.500000,27.81874039938556,34.9078341013825,37.273425499231955,0.0,0.0
1988-03-22 23:57:21.500000,24.205679201841907,29.953952417498087,45.84036838066002,0.0,0.0
1988-04-15 00:03:38.500000,14.968177287017866,35.06632926922782,49.96549344375431,0.0,0.0
1988-04-23 23:57:32.500000,18.11967124971196,32.145326061909515,49.73500268837853,0.0,0.0
1988-06-02 00:04:03.500000,16.93121693121693,38.777701096541676,44.29108197224139,0.0,0.0
1988-06-26 23:58:00.500000,16.25978811607554,40.84139413480731,42.89881774911716,0.0,0.0
1988-07-20 00:04:15.500000,13.99202209266646,42.23688247928813,43.771095428045406,0.0,0.0
1988-07-28 23:58:06.500000,17.672347612467373,41.18685705512053,41.140795332412104,0.0,0.0
1988-09-14 23:58:07.500000,27.64358561460011,20.5275669043785,39.55984970477724,7.668123610152596,4.6008741660915575
1988-12-27 00:03:52.500000,29.481674589786845,29.77304094464039,33.84450237693605,6.134028523232633,0.7667535654040791
1989-01-20 23:57:21.500000,22.911071894421855,35.40243996010128,41.68648814547687,0.0,0.0
1989-01-28 00:03:32.500000,25.54122524182405,29.502533394748966,44.956241363427,0.0,0.0
1989-03-01 00:03:19.500000,24.52207293666027,34.13435700575816,41.34357005758157,0.0,0.0
1989-03-17 00:02:41.500000,24.53351762266759,34.53889272825002,40.9275896490824,0.0,0.0
1989-04-26 23:56:11.500000,17.686813608785805,36.79440903156439,45.518777359649796,0.0,0.0
1989-05-20 00:01:58.500000,29.48087851328521,31.784672093380433,37.96651819996928,0.7679311933650744,0.0
1989-06-05 00:01:46.500000,26.08629013717526,32.830101923519045,34.186527703272276,6.130737987585255,0.7663422484481569
1989-07-31 23:54:25.500000,7.447132207515593,15.632131446827932,14.544348090673969,15.213753232922562,47.16263502205994
1989-08-16 23:54:00.500000,8.514520298008211,9.966550098829254,8.537327048806448,19.0056256651969,53.97597688915919
1989-11-11 23:57:54.500000,0.0,0.0,0.0,44.696969696969695,55.3030303030303
1989-11-20 23:51:19.000000,12.95941072661705,36.13903168878999,48.59970843244072,2.3018491521522284,0.0
1989-11-27 23:57:29.500000,19.75763153857954,33.364012885411874,45.34437797208161,1.5339776039269826,0.0
1989-12-29 23:56:34.500000,22.061302681992338,38.02298850574712,26.88888888888889,5.363984674329502,7.662835249042145
1990-02-24 23:48:34.500000,24.825362708221395,40.1397098334229,30.429108774084597,4.60581868427113,0.0
1990-03-03 23:54:28.500000,17.0894321403939,38.61598589930262,28.201394742892173,15.326844968963139,0.7663422484481569
1990-03-12 23:48:00.500000,22.96882199354938,38.88035632007372,29.703578559361084,2.3037935800952236,6.143449546920595
1990-03-28 23:47:29.500000,20.791775356759246,39.84195181832131,28.62513426423201,4.603345097437471,6.137793463249961
1990-04-04 23:53:35.500000,20.220841959972397,39.130434782608695,28.379725481174756,4.6008741660915575,7.668123610152596
1990-04-13 23:47:35.500000,14.233072316904652,37.70919699063412,34.23921387993244,8.444649163212038,5.373867649316751
1990-04-29 23:47:28.500000,17.614594511727734,38.885482140119585,30.46910930553427,6.132147784761614,6.898666257856815
1990-06-07 23:53:43.500000,15.750803612429204,27.475891627123833,31.51691412827185,20.664319608143273,4.5920710240318385
1990-06-16 23:47:31.500000,14.249539594843464,36.42572130141191,39.349294045426646,8.440761203192142,1.5346838551258442
1990-07-02 23:47:31.500000,9.65348428057829,27.698309492847855,28.22611489329152,27.537673066625874,6.884418266656469
1990-09-20 23:47:09.500000,12.452457021147117,15.213753232922562,7.675338506009433,31.188194127491247,33.470257112429636
1990-09-27 23:53:15.500000,0.0,0.0,0.0,37.121212121212125,62.878787878787875
1990-10-06 23:46:56.500000,0.9474003334849175,1.8872214643019556,0.9095043201455207,22.73760800363802,73.51826587842959
1990-10-22 23:46:54.500000,0.0,0.0,0.0,6.0606060606060606,93.93939393939394
1990-11-14 23:53:02.500000,4.077920109148791,1.19002501326461,3.016751307511559,3.0319108618206623,88.68339270825437
1990-12-25 23:47:01.500000,24.04559712340295,30.196618468365084,37.34220794124398,6.885471654808353,1.5301048121796341
1991-01-10 23:47:28.500000,24.86776542736681,42.5756995017248,24.124185511690303,8.43234955921809,0.0
1991-01-17 23:53:53.500000,27.311053196382034,44.75701364402882,24.865859267208336,2.2995554192856047,0.7665184730952015
1991-02-02 23:54:05.500000,25.957479468877114,39.273927392739274,27.093407015120107,6.14014889861079,1.5350372246526975
1991-02-11 23:48:07.000000,23.0503795721187,41.59190246146768,26.1559696342305,5.367686527106817,3.834061805076298
1991-02-18 23:54:27.500000,23.453667509772362,40.476737947420865,29.17145703993255,2.2993791676247413,4.5987583352494825
1991-03-06 23:54:43.500000,23.84751093042878,40.36971695942318,28.879343407225587,1.5340952673161001,5.369333435606351
1991-03-15 23:48:44.500000,20.724315199877232,40.85782245070206,31.51231489296401,4.603698304304457,2.3018491521522284
1991-03-22 23:55:07.500000,17.905638665132336,38.97199846566935,30.847717683160724,3.8358266206367473,8.438818565400846
1991-04-07 23:55:19.500000,19.007820886367117,38.445023769360525,31.812605428615242,3.8337678270203948,6.900782088636712
1991-07-05 23:50:35.500000,10.313695485845448,30.51262433052793,23.213465952563123,33.66488140780414,2.295332823259373
1991-07-28 23:57:01.500000,10.845687072739842,52.41570013057838,32.898072048544435,3.07243259850987,0.7681081496274675
1991-08-29 23:57:12.500000,13.46904415703681,43.85092217035279,25.078441876482742,16.071018596464373,1.5305731996632739
1991-09-07 23:51:12.500000,15.934909425852013,50.52195271722444,31.240405280933377,1.5351550506601166,0.7675775253300583
1991-10-25 23:51:30.500000,17.979425763856902,35.029940119760475,46.22293873790879,0.7676953784738215,0.0
1992-02-14 23:51:29.500000,31.227022058823533,17.67003676470588,51.10294117647059,0.0,0.0
1992-03-08 23:57:44.500000,11.611665387567152,32.601688411358396,55.78664620107444,0.0,0.0
1992-04-02 23:51:25.500000,11.181029851891642,37.111503338193536,51.70746680991481,0.0,0.0
1992-04-09 23:57:31.500000,24.17498081350729,27.774366845740595,47.28319263238679,0.7674597083653107,0.0
1992-05-11 23:57:16.500000,10.51223241590214,34.694189602446485,37.974006116207946,16.81957186544342,0.0
1992-05-20 23:50:59.500000,11.007491209295216,37.861183305305005,43.487234367833665,7.644091117566123,0.0
1992-06-28 23:56:46.500000,18.566600092180057,39.99846366569365,40.66676908895375,0.7681671531725303,0.0
1992-07-14 23:56:33.500000,17.122920021470744,39.67487155892953,43.20220841959973,0.0,0.0
1992-08-08 23:50:03.500000,17.32289508020569,35.413308772737736,45.72875892240386,0.0,1.5350372246526975
1992-09-09 23:49:33.500000,18.087716607882225,33.49946327250421,46.879312988805395,1.5335071308081583,0.0
1992-09-25 23:49:15.500000,18.52675149471102,31.427257396903265,46.2133987429097,3.8325923654760077,0.0
1992-12-21 23:54:55.500000,0.0,0.0,0.0,21.96969696969697,78.03030303030303
1992-12-30 23:48:48.500000,0.0,0.0,0.0,7.575757575757576,92.42424242424242
1993-01-06 23:55:05.500000,0.0,0.0,0.0,18.939393939393938,81.06060606060606
1993-01-31 23:49:12.500000,11.431184270690444,18.076512726718487,17.908855357415028,25.148605395518974,27.434842249657066
1993-02-16 23:49:20.500000,13.410633915630482,25.623617362117628,19.772675261270884,21.359371424212373,19.83370203676863
1993-02-23 23:55:30.500000,17.503069367710253,37.11632903621854,36.93984039287907,0.7673419275629221,7.67341927562922
1993-03-11 23:55:43.500000,19.728360957642728,40.05524861878453,31.7756292203806,0.7673419275629221,7.67341927562922
1993-03-27 23:55:43.500000,16.62954143943467,44.942007834703126,32.283585528842465,1.536216299254935,4.608648897764805
1993-04-21 23:49:45.500000,18.93904498694918,39.38277291570705,33.23353293413174,2.303086135421465,6.141563027790573
1993-04-28 23:55:59.500000,20.094924596187706,36.95935083824543,36.056036132588225,6.889688432978643,0.0
1993-05-07 23:49:49.500000,9.606986899563317,41.07867923082816,41.65325978702214,7.661074082586379,0.0
1993-06-15 23:56:04.500000,15.798358014271463,38.21836875623417,36.00859357016803,8.440113557891506,1.534566101434819
1993-07-10 23:49:46.500000,7.544592030360531,10.072106261859583,15.590132827324476,53.13092979127134,13.66223908918406
1993-07-17 23:55:56.500000,17.588978185993113,31.496364332185223,31.77956371986223,18.369690011481055,0.7654037504783773
1993-07-26 23:49:44.500000,15.125470032998237,41.31685979587139,42.79026935768552,0.0,0.7674008134448623
1993-08-02 23:55:56.500000,12.792212769218978,35.76301065379014,36.882041848700844,13.796275005748448,0.7664597225415805
1993-08-18 23:55:56.500000,18.50065089210506,33.98422543839498,37.56030323914541,8.423309594915382,1.5315108354391607
1993-09-03 23:55:55.500000,20.359005830009202,36.44522859772936,40.12733967474686,2.301319423135931,0.7671064743786437
1993-09-19 23:55:52.500000,15.349800552316662,39.73611537281374,42.612764651733656,2.301319423135931,0.0
1993-09-28 23:49:40.500000,9.604909858074414,43.71308016877637,44.38051400076717,2.3014959723820483,0.0
1993-10-05 23:55:48.500000,16.758536211912418,35.277905374368395,35.71428571428571,12.24927269943347,0.0
1993-10-14 23:49:34.500000,14.582057562767915,31.904470300061238,34.376913655848135,14.543784445805269,4.592774035517453
1993-10-21 23:55:41.500000,14.331624454816744,31.88461244165583,30.828678552299333,16.06855918585967,6.886525365368429
1993-10-30 23:49:27.500000,16.905071521456435,29.113439914327238,27.97368622351411,19.12338407404574,6.884418266656467
1993-11-15 23:49:17.500000,0.6061983784193378,0.8411002500568312,0.8032128514056226,42.43388648935364,55.315602030764566
1993-11-22 23:55:27.500000,0.0,0.0,0.0,7.575757575757576,92.42424242424242
1993-12-01 23:49:15.500000,0.7956353716753808,1.3109039933318178,0.9017200878987648,39.40289459725695,57.588845949837086
1993-12-08 23:55:23.500000,0.0,0.0,0.0,17.424242424242426,82.57575757575758
1993-12-17 23:49:08.500000,0.06818698386241381,0.4773088870368967,0.20456095158724147,12.879763618455941,86.3701795590575
1994-01-25 23:54:49.500000,18.551480742673007,37.51726254411539,42.39680834739911,0.0,1.5344483658124903
1994-02-19 23:48:20.500000,16.330134357005758,43.7619961612284,36.06909788867562,0.7677543186180422,3.071017274472169
1994-03-07 23:48:05.500000,19.280067541637884,41.261800598664514,37.15557602271855,1.5350372246526978,0.7675186123263489
1994-03-14 23:54:09.500000,17.74403803389311,40.7637451115712,36.12453032742888,1.5336247220305192,3.834061805076298
1994-04-08 23:47:33.500000,19.20006141563028,41.839398126823276,36.657454322124984,0.0,2.303086135421465
1994-07-20 23:51:32.500000,19.05638665132336,35.81127733026467,40.52934407364787,4.602991944764097,0.0
1994-08-30 23:44:19.500000,19.157765311611467,36.27142088680551,44.57081380158303,0.0,0.0
1994-09-06 23:50:19.500000,12.551755865664774,37.39457138475694,46.21990492255789,2.300260696212237,1.5335071308081583
1994-11-09 23:48:19.500000,20.08133824432167,29.135972989564152,48.48066298342542,2.3020257826887662,0.0
1994-11-25 23:47:46.500000,19.82216771424191,29.564617507281927,49.080177832285756,1.533036946190403,0.0
1994-12-04 23:41:20.500000,27.259475218658892,28.955040662881693,40.716587386834426,3.0688967316249807,0.0
1995-01-21 23:39:42.500000,26.350936444580903,32.30733804114216,39.80657046361682,1.5351550506601166,0.0
1995-01-28 23:45:36.500000,19.04688818970148,35.331133451001456,44.08717673240734,1.5348016268897247,0.0
1995-02-06 23:39:03.500000,17.699454810719498,35.94409890194272,46.35644628733779,0.0,0.0
1995-02-13 23:44:56.500000,13.156885308784041,36.51706942846184,50.32604526275413,0.0,0.0
1995-03-10 23:37:46.500000,16.36112602592621,38.889315026463144,44.749558947610645,0.0,0.0
1995-04-02 23:43:01.000000,13.894219697551243,39.36439702157059,46.74138328087818,0.0,0.0
1995-04-18 23:42:21.500000,19.42655627108249,33.91597669426557,46.657467034651944,0.0,0.0
1995-06-14 23:33:34.500000,10.084998851366873,39.39045868749521,44.39849911938127,4.594532506317482,1.5315108354391607
1995-06-21 23:39:26.500000,22.665541318192282,37.15951814624415,40.17494053556357,0.0,0.0
1995-06-30 23:32:51.000000,12.664826740263724,39.99540018399264,45.8065010732904,1.5332720024532354,0.0
1995-08-17 23:30:41.500000,18.329751304881793,37.12004912496162,44.550199570156586,0.0,0.0
1995-09-02 23:29:55.500000,20.97269100951212,35.2332003682111,43.02700214789812,0.7671064743786437,0.0
1995-09-09 23:35:46.500000,23.44684767602393,34.87498082527995,39.37720509280565,2.300966405890474,0.0
1995-09-25 23:34:57.500000,18.21444936612189,21.643500840079426,25.775164197342292,23.674965633114404,10.69191996334199
1995-10-11 23:34:06.500000,16.105529565150704,34.18973847687706,42.80236214433623,6.135439834343125,0.7669299792928906
1995-12-23 23:29:04.000000,23.542033872327377,32.017779140163995,39.84213349681968,3.0653689937926276,1.5326844968963138
1996-01-15 23:36:53.500000,18.201334048915125,36.862684965115385,37.26903319788392,2.3000843364256687,5.366863451659894
1996-02-16 23:39:06.500000,16.849367573783056,36.86469911843618,40.91989267918743,0.76657723265619,4.59946339593714
1996-03-03 23:40:10.500000,14.205593116164719,36.45513214505225,48.57098955132145,0.7682851874615857,0.0
1996-04-04 23:42:13.500000,16.31102241326374,38.24071231194351,40.075222597482345,5.3730426773104085,0.0
1996-04-29 23:37:34.000000,12.702433034001073,44.31652467572338,42.98104229027553,0.0,0.0
1996-05-06 23:44:09.500000,17.842355466952924,37.24888820733017,41.07498849869653,3.8337678270203965,0.0
1996-06-23 23:46:49.500000,10.288476292772748,42.534908700322234,41.8060457265613,5.370569280343716,0.0
1996-07-02 23:41:06.500000,12.759757687293922,38.570661759067555,44.06870638754697,4.6008741660915575,0.0
1996-08-10 23:49:21.500000,17.404650448929477,37.80216407029391,43.25838385388688,1.5348016268897247,0.0
1996-08-26 23:50:12.500000,13.499616270145816,40.828856485034535,37.99693016116654,5.372217958557175,2.302379125095932
1996-09-04 23:44:32.000000,15.665416698553605,31.200734675135838,35.5322568301829,13.009872197137826,4.591719598989822
1996-09-20 23:45:24.500000,15.66495674144399,30.648495521016766,31.483041114769154,12.250210550493836,9.953296072276242
1996-10-13 23:52:47.500000,14.071924868290447,23.944414751469804,26.86111323203787,19.851874475070627,15.270672673131253
1996-10-22 23:47:03.500000,16.36891128416552,25.057260650480984,28.034814475492436,16.796457474423573,13.742556115437468
1996-10-29 23:53:35.000000,15.133485888634631,19.336384439359268,21.289092295957285,26.697177726926014,17.54385964912281
1996-11-23 23:48:33.500000,17.831712732562586,31.00834545593752,32.78462598575913,11.484572391087971,6.890743434652783
1996-12-09 23:49:20.500000,14.386072083078801,20.876603543066583,31.902871105681125,18.32620647525962,14.508246792913864
1997-01-01 23:56:37.500000,23.187183811129845,32.13245439215085,36.24865859267208,2.2995554192856047,6.132147784761612
1997-01-10 23:50:52.000000,24.187365838699787,32.45170193192272,43.3609322293775,0.0,0.0
1997-01-17 23:57:22.500000,21.000996397639305,33.356327125009585,35.67870008431056,1.532919445083161,8.431056947957385
1997-01-26 23:51:35.500000,18.842024539877304,40.09202453987731,34.16411042944786,5.368098159509203,1.5337423312883438
1997-02-02 23:58:04.500000,19.31652746915945,36.25009577810129,32.94000459734886,3.064899241437437,8.428472913952954
1997-02-11 23:52:17.500000,20.716856858390138,36.48617599754921,31.308876464731565,3.829363559776365,7.65872711955273
1997-02-27 23:52:56.500000,17.769767620216278,39.43553953524044,32.05767313444283,3.0677199171715626,7.669299792928906
1997-03-15 23:53:34.500000,17.935157507472983,44.301371962903346,30.098873304207867,5.365218057791063,2.2993791676247413
1997-06-19 23:56:57.500000,12.94072657743786,33.22370936902486,37.00956022944551,10.707456978967496,6.118546845124283
1997-07-05 23:57:31.500000,13.58962553713935,33.85512584407612,37.97575199508901,8.440761203192142,6.138735420503377
1997-07-13 00:03:56.500000,13.910841709506638,31.543006214992715,37.66592495971764,7.672830507174097,9.207396608608917
1997-07-29 00:04:29.000000,18.055555555555557,30.762737875997548,38.90423572744015,5.371393492940454,6.906077348066299
1997-08-22 23:59:06.500000,18.342016549187868,33.136684033098376,39.32730615997549,6.129328838492186,3.064664419246093
1997-09-23 12:00:08.635006,21.177733476460663,30.25609569084496,43.19889587486582,3.0670142616163165,2.300260696212237
1997-12-29 00:02:28.500000,22.615301972220088,30.780446627273424,43.53464814672704,3.0696032537794493,0.0
1998-01-05 00:08:49.000000,18.55519729771227,32.14340549669891,49.30139720558883,0.0,0.0
1998-01-14 00:02:49.500000,9.471990190819218,36.485554448616746,54.04245536056402,0.0,0.0
1998-01-21 00:09:08.500000,18.140676536012883,33.259185395413056,48.600138068574054,0.0,0.0
1998-02-06 00:09:30.500000,16.500383729854182,36.009209516500384,47.49040675364543,0.0,0.0
1998-02-22 00:09:48.500000,17.040393180771005,38.39655966825373,44.56304715097527,0.0,0.0
1998-03-03 00:03:45.500000,16.495241019342952,38.44795824378263,45.05680073687442,0.0,0.0
1998-03-10 00:10:03.500000,18.573072497123132,35.21288837744534,46.21403912543153,0.0,0.0
1998-03-19 00:04:01.500000,15.223903525616409,37.86005069513788,46.91604577924572,0.0,0.0
1998-04-04 00:04:13.500000,15.795131690086773,36.81179451739231,47.39307379252093,0.0,0.0
1998-04-20 00:04:25.500000,6.106167536054004,43.70205584535133,50.191776618594666,0.0,0.0
1998-05-13 00:10:57.500000,9.896432681242809,38.41963943229766,51.683927886459536,0.0,0.0
1998-07-16 00:11:48.500000,17.573574494175354,29.95861434702637,52.467811158798284,0.0,0.0
1998-08-10 00:05:47.500000,16.898059369486845,31.149804402853416,51.95213622765974,0.0,0.0
1998-09-27 00:06:12.000000,20.56046065259117,26.71017274472169,52.72936660268714,0.0,0.0
1998-11-14 00:06:23.500000,18.32553142506331,27.472949121326067,52.66671782672089,1.5348016268897247,0.0
1998-11-30 00:06:22.500000,19.829637019415237,28.723812447241194,51.44655053334357,0.0,0.0
1998-12-07 00:12:31.000000,17.948914627598374,30.19099486078085,51.86009051162077,0.0,0.0
